;Unnamed: 0;str_name;STR_ESID;snb_erlaeuterung;STN_LABEL;instance
219;42039;Sempacherstrasse;10055732;Städtchen im Kanton Luzern und Ort der Schlacht von Sempach vom 9. Juli 1386, die den Höhepunkt des Konflikts zwischen den Eidgenossen und den Habsburgern darstellte. Durch dessen Sieg festigten die Eidgenossen ihre Vorherrschaft über das schweizerische Mittelland.;Sempacherstrasse;Ortschaft
220;42045;Kraftstrasse;10120306;Im ehemaligen Strassenbahndepot Zürich-Fluntern der Zentralen Zürichbergbahn (1895-1905), Vorderberg 11 und Glattbachstrasse 126 und 128, befand sich ein mit Gasmotoren betriebenes Kraftwerk, das als Kraftstation bezeichnet wurde.;Kraftstrasse;Siedlung
221;42047;Gasstrasse;10055449;Benannt nach dem 1867 durch die Gasaktiengesellschaft in Riesbach erstellten Gasometer, dem 1874 ein Gaszweigwerk folgte. 1887 wurde das Werk von der Stadt Zürich übernommen. Im Werk an der Gasstrasse wurde bis zur Eröffnung des Gaswerkes in Schlieren 1898 Gas produziert. Ab 1922 stand auf dem Areal eine Kompressorenstation zur Versorgung der rechtsufrigen Seegemeinden mit Gas.;Gasstrasse;Siedlung
222;42132;Schützengasse;10024805;Gasse im neuen, in den 1860er Jahren angelegten Bahnhofquartier. Schützengasse heisst die Gasse in Erinnerung an das Schützenhaus am Platz (1571-1899), Bahnhofquai 7. Der Platz war der Schützenplatz, auf dem seit dem 14. Jahrhundert bis zur Eröffnung des Bahnhofes 1847 geschossen wurde. Das Schützenhaus wurde danach eine Wirtschaft und wichtiges Versammlungslokal in der Stadt Zürich. Von 1860 an hatte der Konsumverein Zürich seinen Sitz im Schützenhaus.;Schützengasse;Siedlung
223;42151;Gärtnerstrasse;10179476;Benannt nach dem Beruf des Landwirts und Gärtnermeisters Jakob Leemann-Arter (1823-1904), der von 1862 bis 1894 als Anstösser eine Gärtnerei betrieb.;Gärtnerstrasse;Beruf
224;42166;Erlenstrasse;10069777;Pflanzenname: Baum oder Strauch aus der Familie der Birkengewächse.;Erlenstrasse;Lebewesen
225;42236;Tramstrasse;10018314;Strasse entlang der Depots der privaten Strassenbahn Zürich-Oerlikon-Seebach ZOS, die 1931 von der Stadt übernommen wurde.;Tramstrasse;Siedlung
226;42248;Eichhaldenweg;10184024;Flurname «Eichhalde», mit Eichen bewachsener Hang (Halde).;Eichhaldenweg;Lebewesen
227;42257;Rossackerstrasse;10021043;Flurname «Rossäcker»: Zur Namensgebung gibt es verschiedene Erklärungen. So könnten auf diesen Äckern einst Pferde (Rösser) gehalten worden sein, oder die Äcker wurden von Pferdekraft bewirtschaftet. Eine weitere Möglichkeit wäre, dass vielleicht in der Nähe abgegangene Pferde verscharrt wurden.;Rossackerstrasse;Andere
228;42259;Buchmattweg;10072734;Flurname: Wiese («Matte») beim Buchengehölz.;Buchmattweg;Natur
229;42266;Rebgasse;10120328;Im Haus zum Limmattal (1838-1931), Bäckerstrasse 6, Ecke Rebgasse, befand sich die Weinhandlung des Johann Melchior Ochsner mit Verkaufslokal an der Badenerstrasse 14.;Rebgasse;Siedlung
230;42315;Goldbrunnenstrasse;10096187;Goldbrunnenegg am Üetliberg, auf der sich die Burgruine Friesenberg befindet. Der Name «Goldbrunnen» kommt vielleicht von gelbem Gestein oder von einer sagenhaften, goldführenden Quelle mit unterirdischen Schätzen.;Goldbrunnenstrasse;Andere
231;42318;Schafmattweg;10111527;Flurname nach einer Schafweide.;Schafmattweg;Natur
232;42321;Huebweg;10056230;Eine Hube ist ein Lehensgut von etwa 40 Jucharten, das zur Ernährung einer grossen Familie ausreichte.;Huebweg;Andere
233;42344;Reitweg;10154528;Für den Reitsport verwendeter Waldweg.;Reitweg;Siedlung
234;42611;Strehlgasse;10024912;"Einstige Hauptverkehrsstrasse von Zürich, die vom Rennweg zum Weinplatz und zur Brücke über die Limmat beim Rathaus führt; der Name wird bereits im Jahr 1288 erwähnt. Namengebend war, so wird vermutet, der Beruf des Strehl- oder Kammmachers, den ein dortiger Hausbesitzer um 1300 ausübte. Ein Strehl, das heisst ein Kamm, war im Jahr 1386 und später das Zeichen und der Name des Hauses an der heutigen Strehlgasse 8.";Strehlgasse;Beruf
235;42636;Juchstrasse;10085027;Flurname «Juch», abgeleitet von Juchart, ein früher besonders in der Landwirtschaft gebrauchtes Flächenmass.;Juchstrasse;Andere
236;42661;Zelgstrasse;10098181;Strasse in der ehemaligen Wiedikoner Flur «Steinzelg». Die Steinzelg war Teil einer der drei Zelgen von Wiedikon, die im Rahmen der Dreifelderwirtschaft abwechselnd mit Korn als Winterfrucht und Hafer als Sommergetreide bepflanzt wurden und die im dritten Jahr brach lagen.;Zelgstrasse;Andere
237;42707;Grubenstrasse;10087754;Hauptzufahrt zur ehemaligen Lehmgrube des Binzareals.;Grubenstrasse;Natur
238;42747;Allmendweg;10021050;Weg in der Allmend Brunau. Die Allmend in Wollishofen diente seit dem 17. Jahrhundert auch militärischen Zwecken und wurde dafür vom Kanton 1816 erworben. Teile der Wollishofer Allmend wurden als eidgenössischer Waffenplatz genutzt (1877-1987).;Allmendweg;Natur
239;42820;Rebhaldenstrasse;10027733;An der «Steinhalden» befanden sich ausgedehnte Weinberge.;Rebhaldenstrasse;Lebewesen
240;42844;Lehmgrubenweg;10024364;Benannt nach einer dort gelegener Lehmgrube im Hönggerbergwald.;Lehmgrubenweg;Natur
241;42853;Birchstrasse;10148808;Strasse durch ein Gebiet, das sich nach einem Birkenwäldchen «Im Birch» nennt.;Birchstrasse;Lebewesen
242;42888;Bleicherweg;10063257;Das Land zwischen dem Seeufer und dem Bleicherweg wurde seit dem Mittelalter als städtische Leinwand-Bleichen genutzt. Hier wurden die Leinentücher ausgelegt, um in der Sonne gebleicht zu werden.;Bleicherweg;Beruf
243;42893;Bodenacker;10023541;Flurname: Ackerland an tiefer Bodenlage.;Bodenacker;Natur
244;42907;Unterfeldstrasse;10026627;Flurname eines Feldes beim Unterried.;Unterfeldstrasse;Natur
245;42934;Weingartenweg;10185704;Benannt nach dem 1740 von späteren Zürcher Bürgermeister und Bauherren Johann Caspar Ulrich (17903-1778) errichteten Haus zum Weingarten an der Limmattalstrasse 161.;Weingartenweg;Siedlung
246;42945;Gerbergasse;10038192;Teil des in den 1860er Jahren neu gestalteten Bahnofquartiers, benannt nach der seit 1830 an der Gasse angesiedelten Gerberei von Johannes Fierz. An der Gerbergasse gab es um 1865 nur zwei Gebäude: die Gerberei (abgetragen 1913) und einen dazugehörigen Schopf (abgetragen 1901).;Gerbergasse;Beruf
247;42954;Lettenstrasse;10238767;Strasse in der alten Ortsgegend «Lätten» in Wipkingen, an der Limmat und an der alten Strasse nach Zürich gelegen. «Letten» ist gleichbedeutend mit Lehm und bezeichnet vielerorts als Flurname einen lehmigen, schweren Boden.;Lettenstrasse;Natur
248;42991;Neugasse;10117734;Ab 1878 angelegte neue Strasse im Industriequartier, die zu den um 1880 erbauten Häusern zum Neugut und zum Neuhof führt. Zunächst sollte die Strasse Neugutstrasse heissen, aber eine solche gab es bereits in der Enge, weshalb man sich in Aussersihl mit der verkürzten Form Neugasse zufrieden gab.;Neugasse;Andere
249;43018;Schützenmatt;10120957;Wiese beim alten Schiessplatz von Oerlikon im Althoos.;Schützenmatt;Siedlung
250;43027;Steinackerweg;10095646;Frei gewählter Name, abgeleitet vom dort seit dem Spätmittelalter nachgewiesenen Flurnamen «Steinhuser», wohl Hube, d. h. Hof der Steinhauser.;Steinackerweg;Natur
251;43077;Friedhofstrasse;10034886;Führt zum 1908 angelegten Friedhof Altstetten.;Friedhofstrasse;Siedlung
252;43156;Rebenstrasse;10090477;Im Gebiet nördlich des Rütschlibaches gab es früher Reben.;Rebenstrasse;Lebewesen
253;43194;A3;10239982;"Die A3, d. h. Autobahn 3, verläuft auf der Strecke Basel - Augst - Brugg - Birmenstorf - Zürich - Pfäffikon - Sargans.
Die ab dem 9. Dezember 1996 geltende Umbenennung von «N» (Nationalstrasse) auf «A» (Autobahn) geschah als Anpassung an die in Europa übliche Bezeichnung.";A3;Siedlung
254;43231;A1;10239655;Die A1, d. h. Autobahn 1, verbindet als West-Ost Verbindung Genf mit St. Gallen und endet in St. Margrethen an der österreichischen Grenze. Die ab dem 9. Dezember 1996 geltende Umbenennung von «N» (Nationalstrasse) auf «A» (Autobahn) geschah als Anpassung an die in Europa übliche Bezeichnung.;A1;Siedlung
255;43284;Rütistrasse;10164227;Bereits auf Karten des 17. Jahrhunderts verzeichneter Weg in Hottingen, der in der Fallachse des Berges an der alten Ortsgegend «Rütigass» vorbeiführt. Der vielerorts vorkommende Flurname «Rüti» bezeichnet ein gerodetes, also urbar gemachtes Waldgebiet.;Rütistrasse;Natur
256;43402;Rüteliweg;10211873;Flurname «Rüteli»: Verkleinerungsform von «Rüti», einem gerodeten Waldstück.;Rüteliweg;Natur
257;43431;Eschenweg;10129285;Baumname: Europäische Baumart, zählt zu den am höchsten wachsenden Laubbäumen.;Eschenweg;Lebewesen
258;43506;St. Moritzstrasse;10086318;Benannt nach der Kapelle Sankt Moritz, die bis um 1895 an der Ecke zur Beckenhofstrasse stand. Die Kapelle gehörte zum dortigen Siechenhaus Spanweid, das 1364 erstmals erwähnt wird und das für Aussätzige bestimmt war. Ab 1630 diente die Spanweid als Pfrundhaus für alte Stadtbürger und Landleute. Der Heilige Mauritius oder Moritz gehörte der Legende nach zur römischen Legion der Thebäer, die um das Jahr 300 bei Acaunum, heute Saint-Maurice, im Wallis für ihren christlichen Glauben den Märtyrertod erlitten haben soll. Zur Thebäischen Legion gezählt werden auch die Zürcher Stadtheiligen Felix und Regula.;St. Moritzstrasse;Religion
259;43508;Kapfstrasse;10051031;Steile Strasse zu einem «Chapf» (1418), einer rundlichen Kuppe, einem Bergvorsprung oder Hügel, zumeist zugleich ein Aussichtspunkt. «Chapfen» bedeutet schauen.;Kapfstrasse;Berg
260;43521;Sonnenrain;10069123;Frei gewählter Name.;Sonnenrain;Andere
261;43598;Ausserdorfstrasse;10028165;Strasse durch das Ausserdorf, dem nördlich des Katzenbaches liegenden Teil des ehemaligen Dorfes Seebach.;Ausserdorfstrasse;Andere
262;43634;Badenerstrasse;10052767;Name der alten Landstrasse von Zürich nach Baden. Vermutlich geht die Strasse auf die Römerzeit zurück. Im 18. Jahrhundert wurde sie ausgebaut und galt um 1780 als wichtige Hauptstrasse.;Badenerstrasse;Ortschaft
263;43651;Herrenbergstrasse;10101574;Weiler in der Gemeinde Bergdietikon am Hang des Heitersberges.;Herrenbergstrasse;Andere
264;43656;Breitensteinstrasse;10070545;Ehemaliger Weiler an der Limmat, um Breitensteinstrasse 67, der nach einem Findling, dem breiten Stein, benannt worden sei.;Breitensteinstrasse;Andere
265;43660;Zeisigweg;10095335;Vogelname.;Zeisigweg;Lebewesen
266;43665;Zelglistrasse;10071359;Kleiner Acker, der in der mittelalterIichen Dreifelderwirtschaft während zweier Jahre bepflanzt und im dritten Jahre als Weide benutzt wurde.;Zelglistrasse;Natur
267;43731;Schlossergasse;10039771;Die nördlichste von drei Verbindungsgassen in der Neustadt, die deshalb vom 15. bis ins 19. Jahrhundert die vordere Gasse oder die erste Gasse hiess. Der Name Schlossergasse scheint erst ab 1865 gebräuchlich geworden zu sein. Er ist vielleicht den drei Schlossermeistern zu verdanken, die damals an der Gasse wohnten. Die Neustadt war seit dem Mittelalter und noch im 19. Jahrhundert stark durch das Kleinhandwerk geprägt.;Schlossergasse;Beruf
268;43737;Rigistrasse;10036379;Strasse des von 1891 bis 1896 erstellten Villenquartiers am Geissberg, das nach der Rigi, dem Aussichtsberg am Vierwaldstättersee, als Rigiviertel bezeichnet wurde. Die Rigi sei gebeten worden, des neuen Quartiers «Beschützerin und Patin» zu sein, heisst es in einer Beschreibung aus dem Jahr 1898.;Rigistrasse;Berg
269;43796;Grünmattstrasse;10109593;Benannt wahrscheinlich nach einer ursprünglich besonders schön begrünten Wiese, einer so genannten Matte.;Grünmattstrasse;Natur
270;43803;Strandbadweg;10091305;Zugang von der Seestrasse zum 1922 erbauten Strandbad am Mythenquai.;Strandbadweg;Siedlung
271;43815;Seestrasse;10127653;Alter Verbindungsweg, der von der Enge her dem linken Seeufer entlang in Richtung Richterswil führt. Der Weg wurde in den 1830er Jahren zur fahrbaren Strasse ausgebaut und zwischen Wollishofen und Thalwil unter teilweiser Aufschüttung des Seeufers völlig neu angelegt. Auf dem Gemeindegebiet von Enge erhielt die Landstrasse dem See entlang den amtlichen Namen Seestrasse im Jahr 1877.;Seestrasse;Gewässer
272;43931;Bärengasse;10038183;Namensgebend war ein 1566 erwähntes Gut zum Bären, Bärengasse 10, das ausserhalb der mittelalterlichen Stadtbefestigung am damaligen Weg in Richtung Selnau lag. Mit dem Bau der nach dem Dreissigjährigen Krieg im 17. Jahrhundert errichteten und 1835-1845 wieder abgetragenen barocken Stadtbefestigung endete der Weg an dem dann Bärenschanze genannten Bollwerk. Damals dürften aus dem alten «Bären» die drei Häuser zum Roten Bären, zum Schwarzen Bären und zum Weissen Bären entstanden sein, die 1880 bzw. 1947 abgebrochen wurden.;Bärengasse;Siedlung
273;43945;Hasenrain;10185709;Tiername. «Rain» bedeutet Abhang.;Hasenrain;Lebewesen
274;43951;Langackerstrasse;10078653;Flurname «Langacher», d. h. langgezogener Acker.;Langackerstrasse;Natur
275;43990;Letzistrasse;10185376;Eine «Letzi», kurz für Letzigraben, war sowohl ein militärischer Schutzwall mit Wassergraben, als auch eine Abgrenzung im Weideland. Die Letzistrasse erinnert an den inneren alten, 1333/34 erstmals erwähnten Letzigraben, der entlang des Walters- oder Kreuzbachs an die Limmat bis zum Drahtschmidli verlief, und den äusseren neuen, wohl um die Mitte des 14. Jahrhunderts entstandenen Letzigraben an der Spanweid mit dem vermutlich im Alten Zürichkrieg zerstören Krattenturm als Endpunkt.;Letzistrasse;Siedlung
276;44000;Altweg;10075512;Verkürzte Form des Flurnamens «im alten Weg» (1426), der am westlich des Triemlis verlaufenden mittelalterlichen Fussweg von Zürich über Wiedikon nach Birmensdorf lag.;Altweg;Andere
277;44026;Baumschulweg;10194291;Weg zur Baumschule oberhalb des Schiessplatzes Albisgüetli.;Baumschulweg;Siedlung
278;44035;Eichacker;10072830;Flurname: Acker in der Nähe einer Eiche oder eines Eichengehölzes.;Eichacker;Lebewesen
279;44040;Geerenweg;10030931;Flurname «Geeren», d. h. in einem spitzen Winkel auslaufendes Grundstück, wie etwa auf der Wildkarte um 1850 ersichtlich.;Geerenweg;Siedlung
280;44056;Tunnelstrasse;10052443;Durch die Tieferlegung der linksufrigen Seebahn kann der 1875 errichtete Eisenbahntunnel seit 1927 als Strassentunnel genutzt werden.;Tunnelstrasse;Siedlung
